1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
1494198000000, 932.219971
1493593200000, 927.130005
1492988400000, 905.960022
1492383600000, 843.190002
